DATE,NFCINONFINLEVERAGE
1976-05-01,-1.18500000000000000000
1976-06-01,-1.12250000000000000000
1976-07-01,-1.07000000000000000000
1976-08-01,-1.04000000000000000000
1976-09-01,-1.02500000000000000000
1976-10-01,-1.01600000000000000000
1976-11-01,-1.00000000000000000000
1976-12-01,-0.96000000000000000000
1977-01-01,-0.91250000000000000000
1977-02-01,-0.86250000000000000000
1977-03-01,-0.81250000000000000000
1977-04-01,-0.75600000000000000000
1977-05-01,-0.69000000000000000000
1977-06-01,-0.62500000000000000000
1977-07-01,-0.53600000000000000000
1977-08-01,-0.43500000000000000000
1977-09-01,-0.33000000000000000000
1977-10-01,-0.22750000000000000000
1977-11-01,-0.14000000000000000000
1977-12-01,-0.06800000000000000000
1978-01-01,-0.01750000000000000000
1978-02-01,0.00000000000000000000
1978-03-01,-0.00200000000000000000
1978-04-01,-0.00500000000000000000
1978-05-01,0.02000000000000000000
1978-06-01,0.09200000000000000000
1978-07-01,0.20000000000000000000
1978-08-01,0.31000000000000000000
1978-09-01,0.42200000000000000000
1978-10-01,0.52750000000000000000
1978-11-01,0.61000000000000000000
1978-12-01,0.70200000000000000000
1979-01-01,0.80000000000000000000
1979-02-01,0.87250000000000000000
1979-03-01,0.94800000000000000000
1979-04-01,1.00500000000000000000
1979-05-01,1.04250000000000000000
1979-06-01,1.07200000000000000000
1979-07-01,1.09500000000000000000
1979-08-01,1.12000000000000000000
1979-09-01,1.15250000000000000000
1979-10-01,1.18500000000000000000
1979-11-01,1.2220000000000000
1979-12-01,1.2575000000000000
1980-01-01,1.2950000000000000
1980-02-01,1.3360000000000000
1980-03-01,1.3675000000000000
1980-04-01,1.3675000000000000
1980-05-01,1.3120000000000000
1980-06-01,1.19000000000000000000
1980-07-01,1.04000000000000000000
1980-08-01,0.85800000000000000000
1980-09-01,0.70500000000000000000
1980-10-01,0.60000000000000000000
1980-11-01,0.54750000000000000000
1980-12-01,0.54750000000000000000
1981-01-01,0.59400000000000000000
1981-02-01,0.66750000000000000000
1981-03-01,0.74000000000000000000
1981-04-01,0.81000000000000000000
1981-05-01,0.85800000000000000000
1981-06-01,0.87000000000000000000
1981-07-01,0.87000000000000000000
1981-08-01,0.87250000000000000000
1981-09-01,0.88500000000000000000
1981-10-01,0.90600000000000000000
1981-11-01,0.90500000000000000000
1981-12-01,0.87000000000000000000
1982-01-01,0.78800000000000000000
1982-02-01,0.68000000000000000000
1982-03-01,0.57250000000000000000
1982-04-01,0.45200000000000000000
1982-05-01,0.33500000000000000000
1982-06-01,0.23000000000000000000
1982-07-01,0.11600000000000000000
1982-08-01,-0.00750000000000000000
1982-09-01,-0.12250000000000000000
1982-10-01,-0.25000000000000000000
1982-11-01,-0.37000000000000000000
1982-12-01,-0.47000000000000000000
1983-01-01,-0.55500000000000000000
1983-02-01,-0.61250000000000000000
1983-03-01,-0.65500000000000000000
1983-04-01,-0.69200000000000000000
1983-05-01,-0.70000000000000000000
1983-06-01,-0.68750000000000000000
1983-07-01,-0.64400000000000000000
1983-08-01,-0.58000000000000000000
1983-09-01,-0.50600000000000000000
1983-10-01,-0.42000000000000000000
1983-11-01,-0.33500000000000000000
1983-12-01,-0.23400000000000000000
1984-01-01,-0.12750000000000000000
1984-02-01,-0.03000000000000000000
1984-03-01,0.07800000000000000000
1984-04-01,0.18750000000000000000
1984-05-01,0.28000000000000000000
1984-06-01,0.38000000000000000000
1984-07-01,0.47000000000000000000
1984-08-01,0.54200000000000000000
1984-09-01,0.60500000000000000000
1984-10-01,0.64500000000000000000
1984-11-01,0.68400000000000000000
1984-12-01,0.71750000000000000000
1985-01-01,0.74250000000000000000
1985-02-01,0.76500000000000000000
1985-03-01,0.78400000000000000000
1985-04-01,0.79500000000000000000
1985-05-01,0.79600000000000000000
1985-06-01,0.79000000000000000000
1985-07-01,0.79500000000000000000
1985-08-01,0.81400000000000000000
1985-09-01,0.84500000000000000000
1985-10-01,0.88000000000000000000
1985-11-01,0.90600000000000000000
1985-12-01,0.91000000000000000000
1986-01-01,0.89200000000000000000
1986-02-01,0.86250000000000000000
1986-03-01,0.84000000000000000000
1986-04-01,0.81500000000000000000
1986-05-01,0.80200000000000000000
1986-06-01,0.79000000000000000000
1986-07-01,0.80250000000000000000
1986-08-01,0.83000000000000000000
1986-09-01,0.87500000000000000000
1986-10-01,0.92800000000000000000
1986-11-01,0.97250000000000000000
1986-12-01,0.99500000000000000000
1987-01-01,0.99200000000000000000
1987-02-01,0.96000000000000000000
1987-03-01,0.91250000000000000000
1987-04-01,0.85750000000000000000
1987-05-01,0.80200000000000000000
1987-06-01,0.76750000000000000000
1987-07-01,0.74800000000000000000
1987-08-01,0.74000000000000000000
1987-09-01,0.75000000000000000000
1987-10-01,0.75600000000000000000
1987-11-01,0.76000000000000000000
1987-12-01,0.76000000000000000000
1988-01-01,0.75000000000000000000
1988-02-01,0.74000000000000000000
1988-03-01,0.73250000000000000000
1988-04-01,0.73000000000000000000
1988-05-01,0.73000000000000000000
1988-06-01,0.72750000000000000000
1988-07-01,0.72000000000000000000
1988-08-01,0.70750000000000000000
1988-09-01,0.68800000000000000000
1988-10-01,0.66500000000000000000
1988-11-01,0.65250000000000000000
1988-12-01,0.64600000000000000000
1989-01-01,0.64750000000000000000
1989-02-01,0.65000000000000000000
1989-03-01,0.64200000000000000000
1989-04-01,0.63250000000000000000
1989-05-01,0.61500000000000000000
1989-06-01,0.59600000000000000000
1989-07-01,0.58250000000000000000
1989-08-01,0.58000000000000000000
1989-09-01,0.58000000000000000000
1989-10-01,0.57750000000000000000
1989-11-01,0.56000000000000000000
1989-12-01,0.52000000000000000000
1990-01-01,0.47000000000000000000
1990-02-01,0.42750000000000000000
1990-03-01,0.40400000000000000000
1990-04-01,0.39000000000000000000
1990-05-01,0.38250000000000000000
1990-06-01,0.36600000000000000000
1990-07-01,0.33500000000000000000
1990-08-01,0.28800000000000000000
1990-09-01,0.23000000000000000000
1990-10-01,0.16750000000000000000
1990-11-01,0.09000000000000000000
1990-12-01,-0.01250000000000000000
1991-01-01,-0.11750000000000000000
1991-02-01,-0.23500000000000000000
1991-03-01,-0.38400000000000000000
1991-04-01,-0.53750000000000000000
1991-05-01,-0.68800000000000000000
1991-06-01,-0.82250000000000000000
1991-07-01,-0.92750000000000000000
1991-08-01,-1.02000000000000000000
1991-09-01,-1.09500000000000000000
1991-10-01,-1.15000000000000000000
1991-11-01,-1.2200000000000000
1991-12-01,-1.2975000000000000
1992-01-01,-1.3760000000000000
1992-02-01,-1.4500000000000000
1992-03-01,-1.4950000000000000
1992-04-01,-1.5325000000000000
1992-05-01,-1.5540000000000000
1992-06-01,-1.5600000000000000
1992-07-01,-1.5640000000000000
1992-08-01,-1.5700000000000000
1992-09-01,-1.5750000000000000
1992-10-01,-1.5800000000000000
1992-11-01,-1.5725000000000000
1992-12-01,-1.5525000000000000
1993-01-01,-1.5220000000000000
1993-02-01,-1.4875000000000000
1993-03-01,-1.4600000000000000
1993-04-01,-1.4380000000000000
1993-05-01,-1.4150000000000000
1993-06-01,-1.3925000000000000
1993-07-01,-1.3680000000000000
1993-08-01,-1.3425000000000000
1993-09-01,-1.3200000000000000
1993-10-01,-1.2900000000000000
1993-11-01,-1.2550000000000000
1993-12-01,-1.2060000000000000
1994-01-01,-1.15000000000000000000
1994-02-01,-1.09750000000000000000
1994-03-01,-1.04500000000000000000
1994-04-01,-0.98600000000000000000
1994-05-01,-0.92500000000000000000
1994-06-01,-0.87000000000000000000
1994-07-01,-0.80800000000000000000
1994-08-01,-0.75000000000000000000
1994-09-01,-0.69600000000000000000
1994-10-01,-0.64250000000000000000
1994-11-01,-0.59000000000000000000
1994-12-01,-0.52000000000000000000
1995-01-01,-0.45000000000000000000
1995-02-01,-0.39250000000000000000
1995-03-01,-0.34800000000000000000
1995-04-01,-0.33000000000000000000
1995-05-01,-0.33250000000000000000
1995-06-01,-0.35400000000000000000
1995-07-01,-0.38000000000000000000
1995-08-01,-0.39750000000000000000
1995-09-01,-0.40600000000000000000
1995-10-01,-0.39750000000000000000
1995-11-01,-0.38250000000000000000
1995-12-01,-0.36800000000000000000
1996-01-01,-0.36000000000000000000
1996-02-01,-0.36000000000000000000
1996-03-01,-0.36600000000000000000
1996-04-01,-0.37000000000000000000
1996-05-01,-0.35600000000000000000
1996-06-01,-0.33250000000000000000
1996-07-01,-0.30500000000000000000
1996-08-01,-0.27200000000000000000
1996-09-01,-0.24500000000000000000
1996-10-01,-0.22750000000000000000
1996-11-01,-0.21000000000000000000
1996-12-01,-0.19000000000000000000
1997-01-01,-0.16400000000000000000
1997-02-01,-0.13250000000000000000
1997-03-01,-0.09750000000000000000
1997-04-01,-0.06500000000000000000
1997-05-01,-0.03400000000000000000
1997-06-01,-0.01250000000000000000
1997-07-01,0.00250000000000000000
1997-08-01,0.01800000000000000000
1997-09-01,0.03500000000000000000
1997-10-01,0.06400000000000000000
1997-11-01,0.09750000000000000000
1997-12-01,0.13500000000000000000
1998-01-01,0.17200000000000000000
1998-02-01,0.20000000000000000000
1998-03-01,0.21500000000000000000
1998-04-01,0.22000000000000000000
1998-05-01,0.22000000000000000000
1998-06-01,0.21250000000000000000
1998-07-01,0.21200000000000000000
1998-08-01,0.22000000000000000000
1998-09-01,0.23250000000000000000
1998-10-01,0.25600000000000000000
1998-11-01,0.29500000000000000000
1998-12-01,0.34250000000000000000
1999-01-01,0.39000000000000000000
1999-02-01,0.43250000000000000000
1999-03-01,0.45000000000000000000
1999-04-01,0.46000000000000000000
1999-05-01,0.46500000000000000000
1999-06-01,0.48000000000000000000
1999-07-01,0.50800000000000000000
1999-08-01,0.53500000000000000000
1999-09-01,0.55250000000000000000
1999-10-01,0.56000000000000000000
1999-11-01,0.56000000000000000000
1999-12-01,0.56600000000000000000
2000-01-01,0.57750000000000000000
2000-02-01,0.59750000000000000000
2000-03-01,0.62800000000000000000
2000-04-01,0.66250000000000000000
2000-05-01,0.69000000000000000000
2000-06-01,0.71000000000000000000
2000-07-01,0.72000000000000000000
2000-08-01,0.71500000000000000000
2000-09-01,0.70200000000000000000
2000-10-01,0.68500000000000000000
2000-11-01,0.66500000000000000000
2000-12-01,0.64000000000000000000
2001-01-01,0.61750000000000000000
2001-02-01,0.60250000000000000000
2001-03-01,0.58600000000000000000
2001-04-01,0.57500000000000000000
2001-05-01,0.56250000000000000000
2001-06-01,0.54000000000000000000
2001-07-01,0.50500000000000000000
2001-08-01,0.45600000000000000000
2001-09-01,0.40000000000000000000
2001-10-01,0.35500000000000000000
2001-11-01,0.31400000000000000000
2001-12-01,0.29250000000000000000
2002-01-01,0.28250000000000000000
2002-02-01,0.27500000000000000000
2002-03-01,0.25800000000000000000
2002-04-01,0.22750000000000000000
2002-05-01,0.19400000000000000000
2002-06-01,0.16250000000000000000
2002-07-01,0.14250000000000000000
2002-08-01,0.13000000000000000000
2002-09-01,0.12000000000000000000
2002-10-01,0.12000000000000000000
2002-11-01,0.10600000000000000000
2002-12-01,0.08000000000000000000
2003-01-01,0.04400000000000000000
2003-02-01,0.00500000000000000000
2003-03-01,-0.03500000000000000000
2003-04-01,-0.07500000000000000000
2003-05-01,-0.11600000000000000000
2003-06-01,-0.14750000000000000000
2003-07-01,-0.16500000000000000000
2003-08-01,-0.17000000000000000000
2003-09-01,-0.15500000000000000000
2003-10-01,-0.12200000000000000000
2003-11-01,-0.07500000000000000000
2003-12-01,-0.03500000000000000000
2004-01-01,0.02000000000000000000
2004-02-01,0.06500000000000000000
2004-03-01,0.10500000000000000000
2004-04-01,0.14000000000000000000
2004-05-01,0.18500000000000000000
2004-06-01,0.23750000000000000000
2004-07-01,0.30200000000000000000
2004-08-01,0.37000000000000000000
2004-09-01,0.42750000000000000000
2004-10-01,0.49000000000000000000
2004-11-01,0.55250000000000000000
2004-12-01,0.61400000000000000000
2005-01-01,0.67750000000000000000
2005-02-01,0.74000000000000000000
2005-03-01,0.80500000000000000000
2005-04-01,0.88200000000000000000
2005-05-01,0.97000000000000000000
2005-06-01,1.05000000000000000000
2005-07-01,1.14400000000000000000
2005-08-01,1.2500000000000000
2005-09-01,1.3600000000000000
2005-10-01,1.4675000000000000
2005-11-01,1.5575000000000000
2005-12-01,1.6440000000000000
2006-01-01,1.7250000000000000
2006-02-01,1.8000000000000000
2006-03-01,1.8960000000000000
2006-04-01,1.9975000000000000
2006-05-01,2.0800000000000000
2006-06-01,2.1660000000000000
2006-07-01,2.2375000000000000
2006-08-01,2.2875000000000000
2006-09-01,2.3400000000000000
2006-10-01,2.3850000000000000
2006-11-01,2.4250000000000000
2006-12-01,2.4700000000000000
2007-01-01,2.5050000000000000
2007-02-01,2.5375000000000000
2007-03-01,2.5700000000000000
2007-04-01,2.5950000000000000
2007-05-01,2.6150000000000000
2007-06-01,2.6340000000000000
2007-07-01,2.6450000000000000
2007-08-01,2.6500000000000000
2007-09-01,2.6425000000000000
2007-10-01,2.6350000000000000
2007-11-01,2.6180000000000000
2007-12-01,2.5900000000000000
2008-01-01,2.5500000000000000
2008-02-01,2.4820000000000000
2008-03-01,2.3900000000000000
2008-04-01,2.2950000000000000
2008-05-01,2.1840000000000000
2008-06-01,2.0825000000000000
2008-07-01,2.0075000000000000
2008-08-01,1.9300000000000000
2008-09-01,1.8500000000000000
2008-10-01,1.7520000000000000
2008-11-01,1.6150000000000000
2008-12-01,1.4575000000000000
2009-01-01,1.2500000000000000
2009-02-01,1.01750000000000000000
2009-03-01,0.80000000000000000000
2009-04-01,0.58000000000000000000
2009-05-01,0.33200000000000000000
2009-06-01,0.08750000000000000000
2009-07-01,-0.15000000000000000000
2009-08-01,-0.35750000000000000000
2009-09-01,-0.51500000000000000000
2009-10-01,-0.66000000000000000000
2009-11-01,-0.78000000000000000000
2009-12-01,-0.87500000000000000000
2010-01-01,-0.98000000000000000000
2010-02-01,-1.08500000000000000000
2010-03-01,-1.17750000000000000000
2010-04-01,-1.2780000000000000
2010-05-01,-1.3500000000000000
2010-06-01,-1.3950000000000000
2010-07-01,-1.4300000000000000
2010-08-01,-1.4650000000000000
2010-09-01,-1.5050000000000000
2010-10-01,-1.5600000000000000
2010-11-01,-1.6050000000000000
2010-12-01,-1.6280000000000000
2011-01-01,-1.6300000000000000
2011-02-01,-1.6300000000000000
2011-03-01,-1.6200000000000000
2011-04-01,-1.6220000000000000
2011-05-01,-1.6300000000000000
2011-06-01,-1.6425000000000000
2011-07-01,-1.6540000000000000
2011-08-01,-1.6675000000000000
2011-09-01,-1.6840000000000000
2011-10-01,-1.6975000000000000
2011-11-01,-1.7075000000000000
2011-12-01,-1.7100000000000000
2012-01-01,-1.7075000000000000
2012-02-01,-1.6900000000000000
2012-03-01,-1.6620000000000000
2012-04-01,-1.6250000000000000
2012-05-01,-1.5850000000000000
2012-06-01,-1.5480000000000000
2012-07-01,-1.5200000000000000
2012-08-01,-1.4940000000000000
2012-09-01,-1.4775000000000000
2012-10-01,-1.4700000000000000
2012-11-01,-1.4600000000000000
2012-12-01,-1.4525000000000000
2013-01-01,-1.4400000000000000
2013-02-01,-1.4200000000000000
2013-03-01,-1.3860000000000000
2013-04-01,-1.3450000000000000
2013-05-01,-1.3020000000000000
2013-06-01,-1.2700000000000000
2013-07-01,-1.24500000000000000000
2013-08-01,-1.2300000000000000
2013-09-01,-1.21500000000000000000
2013-10-01,-1.20000000000000000000
2013-11-01,-1.17400000000000000000
2013-12-01,-1.14250000000000000000
2014-01-01,-1.11400000000000000000
2014-02-01,-1.09750000000000000000
2014-03-01,-1.09000000000000000000
2014-04-01,-1.09500000000000000000
2014-05-01,-1.09600000000000000000
2014-06-01,-1.08500000000000000000
2014-07-01,-1.06000000000000000000
2014-08-01,-1.02000000000000000000
2014-09-01,-0.97500000000000000000
2014-10-01,-0.93000000000000000000
2014-11-01,-0.88500000000000000000
2014-12-01,-0.85000000000000000000
2015-01-01,-0.82000000000000000000
2015-02-01,-0.79000000000000000000
2015-03-01,-0.77000000000000000000
2015-04-01,-0.74500000000000000000
2015-05-01,-0.72000000000000000000
2015-06-01,-0.69500000000000000000
2015-07-01,-0.66800000000000000000
2015-08-01,-0.64000000000000000000
2015-09-01,-0.61250000000000000000
2015-10-01,-0.58400000000000000000
2015-11-01,-0.55000000000000000000
2015-12-01,-0.52250000000000000000
2016-01-01,-0.49400000000000000000
2016-02-01,-0.47500000000000000000
2016-03-01,-0.47000000000000000000
2016-04-01,-0.47000000000000000000
2016-05-01,-0.47000000000000000000
2016-06-01,-0.47000000000000000000
2016-07-01,-0.47000000000000000000
2016-08-01,-0.47500000000000000000
2016-09-01,-0.48000000000000000000
2016-10-01,-0.48000000000000000000
2016-11-01,-0.47000000000000000000
2016-12-01,-0.45600000000000000000
2017-01-01,-0.43500000000000000000
2017-02-01,-0.41500000000000000000
2017-03-01,-0.39600000000000000000
2017-04-01,-0.39000000000000000000
2017-05-01,-0.39000000000000000000
2017-06-01,-0.39400000000000000000
2017-07-01,-0.40750000000000000000
2017-08-01,-0.42250000000000000000
2017-09-01,-0.43600000000000000000
2017-10-01,-0.44750000000000000000
2017-11-01,-0.44250000000000000000
2017-12-01,-0.42800000000000000000
2018-01-01,-0.40250000000000000000
2018-02-01,-0.38000000000000000000
2018-03-01,-0.35800000000000000000
2018-04-01,-0.34250000000000000000
2018-05-01,-0.33250000000000000000
2018-06-01,-0.32600000000000000000
