DATE,RU2000VPR
2017-11-17,6689.14
2017-11-20,6736.92
2017-11-21,6792.87
2017-11-22,6788.87
2017-11-23,.
2017-11-24,6782.13
2017-11-27,6768.01
2017-11-28,6884.12
2017-11-29,6953.78
2017-11-30,6934.01
2017-12-01,6915.01
2017-12-04,6930.14
2017-12-05,6843.43
2017-12-06,6799.46
2017-12-07,6826.21
2017-12-08,6826.34
2017-12-11,6817.42
2017-12-12,6813.68
2017-12-13,6828.52
2017-12-14,6745.37
2017-12-15,6853.12
2017-12-18,6939.99
2017-12-19,6869.49
2017-12-20,6879.10
2017-12-21,6921.01
2017-12-22,6893.84
2017-12-25,.
2017-12-26,6901.91
2017-12-27,6890.62
2017-12-28,6911.64
2017-12-29,6851.08
2018-01-01,.
2018-01-02,6910.20
2018-01-03,6905.99
2018-01-04,6917.93
2018-01-05,6931.63
2018-01-08,6956.12
2018-01-09,6934.29
2018-01-10,6941.38
2018-01-11,7069.45
2018-01-12,7088.35
2018-01-15,.
2018-01-16,7007.03
2018-01-17,7070.28
2018-01-18,7009.46
2018-01-19,7097.79
2018-01-22,7120.69
2018-01-23,7131.41
2018-01-24,7088.48
2018-01-25,7081.06
2018-01-26,7084.70
2018-01-29,7023.72
2018-01-30,6963.17
2018-01-31,6930.97
2018-02-01,6947.04
2018-02-02,6812.11
2018-02-05,6564.96
2018-02-06,6624.96
2018-02-07,6628.23
2018-02-08,6452.62
2018-02-09,6524.43
2018-02-12,6570.83
2018-02-13,6580.19
2018-02-14,6686.02
2018-02-15,6737.62
2018-02-16,6777.49
2018-02-19,.
2018-02-20,6695.46
2018-02-21,6704.47
2018-02-22,6689.15
2018-02-23,6773.98
2018-02-26,6807.05
2018-02-27,6691.87
2018-02-28,6575.34
2018-03-01,6572.39
2018-03-02,6657.01
2018-03-05,6723.37
2018-03-06,6788.76
2018-03-07,6826.79
2018-03-08,6791.47
2018-03-09,6899.14
2018-03-12,6917.54
2018-03-13,6885.05
2018-03-14,6834.50
2018-03-15,6811.51
2018-03-16,6868.23
2018-03-19,6808.47
2018-03-20,6783.89
2018-03-21,6825.78
2018-03-22,6673.31
2018-03-23,6525.25
2018-03-26,6664.85
2018-03-27,6558.55
2018-03-28,6587.63
2018-03-29,6639.44
2018-03-30,.
2018-04-02,6498.06
2018-04-03,6590.76
2018-04-04,6663.77
2018-04-05,6722.44
2018-04-06,6601.42
2018-04-09,6579.30
2018-04-10,6704.83
2018-04-11,6716.32
2018-04-12,6750.67
2018-04-13,6727.01
2018-04-16,6793.53
2018-04-17,6834.91
2018-04-18,6850.97
2018-04-19,6833.99
2018-04-20,6802.85
2018-04-23,6808.70
2018-04-24,6805.01
2018-04-25,6798.04
2018-04-26,6816.04
2018-04-27,6812.87
2018-04-30,6749.06
2018-05-01,6773.77
2018-05-02,6789.58
2018-05-03,6753.03
2018-05-04,6841.55
2018-05-07,6889.85
2018-05-08,6922.49
2018-05-09,6962.62
2018-05-10,6987.50
2018-05-11,6995.88
2018-05-14,6966.37
2018-05-15,6972.36
2018-05-16,7036.39
2018-05-17,7089.45
2018-05-18,7088.80
