DATE,RU1000VPR
2007-08-01,504.1282608695652174
2007-09-01,516.8363157894736842
2007-10-01,527.1234782608695652
2007-11-01,491.6238095238095238
2007-12-01,495.6280000000000000
2008-01-01,463.9038095238095238
2008-02-01,460.3970000000000000
2008-03-01,443.6250000000000000
2008-04-01,461.2550000000000000
2008-05-01,469.6447619047619048
2008-06-01,441.1257142857142857
2008-07-01,410.7572727272727273
2008-08-01,419.6085714285714286
2008-09-01,405.2909523809523810
2008-10-01,322.5078260869565217
2008-11-01,291.8631578947368421
2008-12-01,291.6090909090909091
2009-01-01,282.1245000000000000
2009-02-01,253.6436842105263158
2009-03-01,234.5081818181818182
2009-04-01,266.0104761904761905
2009-05-01,286.2100000000000000
2009-06-01,289.8081818181818182
2009-07-01,291.2927272727272727
2009-08-01,321.3819047619047619
2009-09-01,333.8276190476190476
2009-10-01,340.1750000000000000
2009-11-01,342.3730000000000000
2009-12-01,348.8781818181818182
2010-01-01,355.0857894736842105
2010-02-01,343.6810526315789474
2010-03-01,365.4073913043478261
2010-04-01,383.0280952380952381
2010-05-01,358.9965000000000000
2010-06-01,344.6886363636363636
2010-07-01,342.6557142857142857
2010-08-01,344.7800000000000000
2010-09-01,355.2595238095238095
2010-10-01,367.4476190476190476
2010-11-01,373.4619047619047619
2010-12-01,387.6350000000000000
2011-01-01,402.1380000000000000
2011-02-01,413.8057894736842105
2011-03-01,410.8573913043478261
2011-04-01,418.8490000000000000
2011-05-01,420.3585714285714286
2011-06-01,404.3718181818181818
2011-07-01,410.8675000000000000
2011-08-01,363.4417391304347826
2011-09-01,356.5828571428571429
2011-10-01,366.9642857142857143
2011-11-01,373.0423809523809524
2011-12-01,380.3152380952380952
2012-01-01,399.7140000000000000
2012-02-01,412.9530000000000000
2012-03-01,422.1177272727272727
2012-04-01,418.3375000000000000
2012-05-01,405.0936363636363636
2012-06-01,400.7647619047619048
2012-07-01,412.9695238095238095
2012-08-01,425.8313043478260870
2012-09-01,439.6305263157894737
2012-10-01,440.8300000000000000
2012-11-01,429.0890476190476190
2012-12-01,440.1700000000000000
2013-01-01,462.1838095238095238
2013-02-01,475.6231578947368421
2013-03-01,488.7215000000000000
2013-04-01,493.6731818181818182
2013-05-01,513.7704545454545455
2013-06-01,509.2610000000000000
2013-07-01,526.9831818181818182
2013-08-01,525.9618181818181818
2013-09-01,527.3960000000000000
2013-10-01,536.5478260869565217
2013-11-01,554.7660000000000000
2013-12-01,560.8109523809523810
2014-01-01,565.4014285714285714
2014-02-01,561.5100000000000000
2014-03-01,578.5990476190476190
2014-04-01,584.9600000000000000
2014-05-01,591.1495238095238095
2014-06-01,608.9185714285714286
2014-07-01,615.7200000000000000
2014-08-01,609.6414285714285714
2014-09-01,618.3747619047619048
2014-10-01,597.4626086956521739
2014-11-01,628.9442105263157895
2014-12-01,631.8218181818181818
2015-01-01,623.4020000000000000
2015-02-01,634.1936842105263158
2015-03-01,629.0213636363636364
2015-04-01,633.8476190476190476
2015-05-01,638.6135000000000000
2015-06-01,635.2395454545454545
2015-07-01,626.2590909090909091
2015-08-01,606.5342857142857143
2015-09-01,573.8266666666666667
2015-10-01,598.6695454545454545
2015-11-01,610.4790000000000000
2015-12-01,598.0781818181818182
2016-01-01,556.9663157894736842
2016-02-01,553.9610000000000000
2016-03-01,592.0909090909090909
2016-04-01,608.2823809523809524
2016-05-01,610.6957142857142857
2016-06-01,618.3518181818181818
2016-07-01,636.4450000000000000
2016-08-01,643.1300000000000000
2016-09-01,639.4090476190476190
2016-10-01,634.8085714285714286
2016-11-01,649.2242857142857143
2016-12-01,683.0061904761904762
2017-01-01,685.9415000000000000
2017-02-01,698.2036842105263158
2017-03-01,702.9582608695652174
2017-04-01,695.4610526315789474
2017-05-01,694.6745454545454545
2017-06-01,703.0777272727272727
2017-07-01,707.4870000000000000
2017-08-01,702.7800000000000000
2017-09-01,711.1860000000000000
2017-10-01,728.3827272727272727
2017-11-01,727.7352380952380952
2017-12-01,751.3135000000000000
2018-01-01,779.3071428571428571
2018-02-01,747.3705263157894737
2018-03-01,741.7095238095238095
2018-04-01,732.8295238095238095
2018-05-01,736.9809090909090909
2018-06-01,741.6576190476190476
