DATE,BAMLCC1A013YTRIV
1998-12-01,793.0109091
1999-01-01,795.8680952
1999-02-01,796.5671429
1999-03-01,800.1621739
1999-04-01,806.4259091
1999-05-01,806.8428571
1999-06-01,805.4868182
1999-07-01,810.706087
1999-08-01,810.9190909
1999-09-01,815.0854545
1999-10-01,817.54
1999-11-01,822.3140909
1999-12-01,824.3669565
2000-01-01,825.2909524
2000-02-01,827.9233333
2000-03-01,834.1330435
2000-04-01,838.7525
2000-05-01,835.613913
2000-06-01,844.8922727
2000-07-01,851.8080952
2000-08-01,859.1926087
2000-09-01,866.8295455
2000-10-01,871.6381818
2000-11-01,874.1959091
2000-12-01,883.7661905
2001-01-01,896.545
2001-02-01,903.7665
2001-03-01,913.9673913
2001-04-01,918.7845
2001-05-01,924.7621739
2001-06-01,933.2013636
2001-07-01,939.1954545
2001-08-01,949.4352174
2001-09-01,960.4788889
2001-10-01,969.0117391
2001-11-01,970.9854545
2001-12-01,970.1065
2002-01-01,976.5986364
2002-02-01,974.9145
2002-03-01,972.4733333
2002-04-01,979.2463636
2002-05-01,983.013913
2002-06-01,992.6133333
2002-07-01,997.7795652
2002-08-01,1001.216522
2002-09-01,1009.612381
2002-10-01,1007.428261
2002-11-01,1018.749545
2002-12-01,1029.656667
2003-01-01,1038.807727
2003-02-01,1047.307
2003-03-01,1051.432857
2003-04-01,1057.09
2003-05-01,1069.492174
2003-06-01,1077.957619
2003-07-01,1076.708696
2003-08-01,1071.835
2003-09-01,1079.800455
2003-10-01,1083.12913
2003-11-01,1083.022857
2003-12-01,1088.554545
2004-01-01,1095.884545
2004-02-01,1099.367619
2004-03-01,1105.665652
2004-04-01,1099.475238
2004-05-01,1093.156667
2004-06-01,1092.072727
2004-07-01,1099.240435
2004-08-01,1105.701818
2004-09-01,1109.460909
2004-10-01,1112.074091
2004-11-01,1109.717727
2004-12-01,1111.052273
2005-01-01,1110.941905
2005-02-01,1111.667
2005-03-01,1108.744545
2005-04-01,1112.152273
2005-05-01,1115.765
2005-06-01,1120.994545
2005-07-01,1121.254091
2005-08-01,1122.61087
2005-09-01,1128.739091
2005-10-01,1126.082381
2005-11-01,1126.605
2005-12-01,1131.037727
2006-01-01,1135.706667
2006-02-01,1135.056
2006-03-01,1138.807826
2006-04-01,1140.7405
2006-05-01,1144.093478
2006-06-01,1145.816818
2006-07-01,1151.084286
2006-08-01,1160.860435
2006-09-01,1168.995909
2006-10-01,1173.564091
2006-11-01,1180.182273
2006-12-01,1186.70619
2007-01-01,1188.116818
2007-02-01,1193.9405
2007-03-01,1203.35
2007-04-01,1206.262
2007-05-01,1209.267727
2007-06-01,1209.973636
2007-07-01,1216.718636
2007-08-01,1223.875652
2007-09-01,1230.092857
2007-10-01,1236.736087
2007-11-01,1248.495455
2007-12-01,1250.5415
2008-01-01,1267.803182
2008-02-01,1279.898095
2008-03-01,1277.1495
2008-04-01,1271.87
2008-05-01,1275.878696
2008-06-01,1274.514762
2008-07-01,1276.490435
2008-08-01,1281.303182
2008-09-01,1259.620909
2008-10-01,1195.854783
2008-11-01,1197.186667
2008-12-01,1206.786818
2009-01-01,1237.858182
2009-02-01,1241.814762
2009-03-01,1222.346818
2009-04-01,1249.020952
2009-05-01,1291.686364
2009-06-01,1315.669545
2009-07-01,1334.228261
2009-08-01,1354.114286
2009-09-01,1370.748636
2009-10-01,1382.506522
2009-11-01,1395.59
2009-12-01,1401.334545
2010-01-01,1411.235714
2010-02-01,1416.560952
2010-03-01,1422.026957
2010-04-01,1427.96
2010-05-01,1428.398571
2010-06-01,1428.582727
2010-07-01,1440.647826
2010-08-01,1452.006818
2010-09-01,1458.589545
2010-10-01,1467.770909
2010-11-01,1468.735455
2010-12-01,1465.242609
2011-01-01,1469.917619
2011-02-01,1470.988
2011-03-01,1477.762609
2011-04-01,1481.685714
2011-05-01,1490.35
2011-06-01,1494.017727
2011-07-01,1496.266364
2011-08-01,1494.272174
2011-09-01,1489.600455
2011-10-01,1486.951905
2011-11-01,1492.695
2011-12-01,1490.956364
2012-01-01,1501.057143
2012-02-01,1513.491905
2012-03-01,1518.717391
2012-04-01,1522.026
2012-05-01,1522.629565
2012-06-01,1523.470455
2012-07-01,1532.491364
2012-08-01,1539.877826
2012-09-01,1548.076667
2012-10-01,1553.824545
2012-11-01,1556.222273
2012-12-01,1558.567
2013-01-01,1562.509545
2013-02-01,1564.851
2013-03-01,1568.121905
2013-04-01,1571.080455
2013-05-01,1573.935217
2013-06-01,1568.083333
2013-07-01,1568.684348
2013-08-01,1572.074286
2013-09-01,1573.961429
2013-10-01,1581.208261
2013-11-01,1586.455
2013-12-01,1587.739524
2014-01-01,1590.609091
2014-02-01,1594.66
2014-03-01,1595.858095
2014-04-01,1599.089048
2014-05-01,1603.765217
2014-06-01,1604.98381
2014-07-01,1605.861304
2014-08-01,1608.275
2014-09-01,1607.608636
2014-10-01,1611.746522
2014-11-01,1610.614762
2014-12-01,1607.203182
2015-01-01,1612.054286
2015-02-01,1614.449524
2015-03-01,1616.795
2015-04-01,1623.09619
2015-05-01,1623.49
2015-06-01,1621.254091
2015-07-01,1622.683478
2015-08-01,1621.897619
2015-09-01,1623.291818
2015-10-01,1628.264783
2015-11-01,1626.61381
2015-12-01,1624.234091
2016-01-01,1626.273333
2016-02-01,1627.562857
2016-03-01,1633.878182
2016-04-01,1645.994091
2016-05-01,1649.600909
2016-06-01,1655.378636
2016-07-01,1661.119091
2016-08-01,1663.745217
2016-09-01,1664.816818
2016-10-01,1664.847143
2016-11-01,1662.110909
2016-12-01,1659.366364
2017-01-01,1664.392381
2017-02-01,1669.435
2017-03-01,1670.721304
2017-04-01,1676.44
2017-05-01,1679.58087
2017-06-01,1682.808182
2017-07-01,1686.915714
2017-08-01,1691.729565
2017-09-01,1694.044545
2017-10-01,1694.820909
2017-11-01,1693.025909
2017-12-01,1692.507143
2018-01-01,1692.020455
2018-02-01,1688.827
2018-03-01,1686.467727
2018-04-01,1688.338095
2018-05-01,1690.493043
2018-06-01,1693.261905
