DATE,NASDAQCOM
1980-08-01,177.7290476190476190
1980-09-01,189.4857142857142857
1980-10-01,195.7578260869565217
1980-11-01,200.6855555555555556
1980-12-01,198.3986363636363636
1981-01-01,198.8176190476190476
1981-02-01,194.8521052631578947
1981-03-01,203.5931818181818182
1981-04-01,215.1200000000000000
1981-05-01,216.5435000000000000
1981-06-01,220.0404545454545455
1981-07-01,209.7209090909090909
1981-08-01,206.6261904761904762
1981-09-01,185.3723809523809524
1981-10-01,190.2013636363636364
1981-11-01,199.2290000000000000
1981-12-01,197.1495454545454545
1982-01-01,187.6785000000000000
1982-02-01,182.6284210526315789
1982-03-01,173.2839130434782609
1982-04-01,181.8442857142857143
1982-05-01,184.6070000000000000
1982-06-01,172.0750000000000000
1982-07-01,169.6252380952380952
1982-08-01,167.3827272727272727
1982-09-01,185.0928571428571429
1982-10-01,203.8619047619047619
1982-11-01,226.9704761904761905
1982-12-01,233.0304545454545455
1983-01-01,241.4780952380952381
1983-02-01,256.0584210526315789
1983-03-01,266.4521739130434783
1983-04-01,279.5280000000000000
1983-05-01,302.4380952380952381
1983-06-01,319.3490909090909091
1983-07-01,316.0940000000000000
1983-08-01,296.8739130434782609
1983-09-01,300.3700000000000000
1983-10-01,286.7228571428571429
1983-11-01,278.6666666666666667
1983-12-01,278.6557142857142857
1984-01-01,282.0042857142857143
1984-02-01,254.3865000000000000
1984-03-01,251.2500000000000000
1984-04-01,245.2070000000000000
1984-05-01,245.2431818181818182
1984-06-01,238.5161904761904762
1984-07-01,232.4038095238095238
1984-08-01,250.3460869565217391
1984-09-01,252.0047368421052632
1984-10-01,247.1539130434782609
1984-11-01,246.3980952380952381
1984-12-01,241.9120000000000000
1985-01-01,260.7986363636363636
1985-02-01,285.5210526315789474
1985-03-01,280.7966666666666667
1985-04-01,280.8947619047619048
1985-05-01,287.4604545454545455
1985-06-01,290.4375000000000000
1985-07-01,302.0427272727272727
1985-08-01,298.2472727272727273
1985-09-01,287.9331578947368421
1985-10-01,285.3582608695652174
1985-11-01,304.3525000000000000
1985-12-01,320.2323809523809524
1986-01-01,328.5209090909090909
1986-02-01,348.7863157894736842
1986-03-01,368.2315000000000000
1986-04-01,382.5413636363636364
1986-05-01,388.4871428571428571
1986-06-01,398.5952380952380952
1986-07-01,385.8854545454545455
1986-08-01,375.6171428571428571
1986-09-01,358.2933333333333333
1986-10-01,355.0326086956521739
1986-11-01,358.0789473684210526
1986-12-01,354.9213636363636364
1987-01-01,384.2271428571428571
1987-02-01,411.7126315789473684
1987-03-01,432.2045454545454545
1987-04-01,422.7714285714285714
1987-05-01,416.6340000000000000
1987-06-01,423.6959090909090909
1987-07-01,429.0068181818181818
1987-08-01,448.3847619047619048
1987-09-01,442.7985714285714286
1987-10-01,385.0536363636363636
1987-11-01,318.7530000000000000
1987-12-01,314.5381818181818182
1988-01-01,339.2790000000000000
1988-02-01,353.5780000000000000
1988-03-01,375.5430434782608696
1988-04-01,377.2355000000000000
1988-05-01,371.8809523809523810
1988-06-01,385.9818181818181818
1988-07-01,391.4015000000000000
1988-08-01,379.6065217391304348
1988-09-01,382.1566666666666667
1988-10-01,385.0085714285714286
1988-11-01,372.8914285714285714
1988-12-01,375.7828571428571429
1989-01-01,389.3209523809523810
1989-02-01,404.0821052631578947
1989-03-01,403.9959090909090909
1989-04-01,417.1300000000000000
1989-05-01,435.9931818181818182
1989-06-01,447.5827272727272727
1989-07-01,446.6965000000000000
1989-08-01,461.8278260869565217
1989-09-01,469.2785000000000000
1989-10-01,469.6809090909090909
1989-11-01,454.6971428571428571
1989-12-01,449.0145000000000000
1990-01-01,439.3504545454545455
1990-02-01,424.5242105263157895
1990-03-01,436.0904545454545455
1990-04-01,428.9930000000000000
1990-05-01,442.5981818181818182
1990-06-01,462.3061904761904762
1990-07-01,455.8242857142857143
1990-08-01,396.3226086956521739
1990-09-01,368.5663157894736842
1990-10-01,338.0134782608695652
1990-11-01,347.6942857142857143
1990-12-01,370.2125000000000000
1991-01-01,376.6722727272727273
1991-02-01,442.5868421052631579
1991-03-01,469.1010000000000000
1991-04-01,496.3190909090909091
1991-05-01,490.9336363636363636
1991-06-01,490.3750000000000000
1991-07-01,489.3686363636363636
1991-08-01,513.2509090909090909
1991-09-01,520.5595000000000000
1991-10-01,528.9239130434782609
1991-11-01,536.5835000000000000
1991-12-01,544.1009523809523810
1992-01-01,615.7340909090909091
1992-02-01,632.0484210526315789
1992-03-01,619.5990909090909091
1992-04-01,582.7904761904761905
1992-05-01,581.4730000000000000
1992-06-01,566.6586363636363636
1992-07-01,568.7168181818181818
1992-08-01,568.9971428571428571
1992-09-01,580.6809523809523810
1992-10-01,585.0118181818181818
1992-11-01,630.8635000000000000
1992-12-01,661.2804545454545455
1993-01-01,691.1345000000000000
1993-02-01,681.7178947368421053
1993-03-01,684.4908695652173913
1993-04-01,665.3295238095238095
1993-05-01,686.4510000000000000
1993-06-01,695.3827272727272727
1993-07-01,703.3952380952380952
1993-08-01,725.1486363636363636
1993-09-01,745.9433333333333333
1993-10-01,771.3071428571428571
1993-11-01,764.0385714285714286
1993-12-01,762.9440909090909091
1994-01-01,787.7685714285714286
1994-02-01,787.8094736842105263
1994-03-01,785.9252173913043478
1994-04-01,732.2952631578947368
1994-05-01,727.7642857142857143
1994-06-01,723.2095454545454545
1994-07-01,713.4900000000000000
1994-08-01,738.8678260869565217
1994-09-01,763.9380952380952381
1994-10-01,762.4576190476190476
1994-11-01,760.4190476190476190
1994-12-01,734.9914285714285714
1995-01-01,758.0123809523809524
1995-02-01,784.2436842105263158
1995-03-01,807.1621739130434783
1995-04-01,825.3384210526315789
1995-05-01,859.7590909090909091
1995-06-01,906.0354545454545455
1995-07-01,979.3635000000000000
1995-08-01,1009.5860869565217391
1995-09-01,1051.0000000000000000
1995-10-01,1022.1372727272727273
1995-11-01,1046.6366666666666667
1995-12-01,1047.0350000000000000
1996-01-01,1024.9454545454545455
1996-02-01,1094.0165000000000000
1996-03-01,1092.6471428571428571
1996-04-01,1135.6280952380952381
1996-05-01,1220.5404545454545455
1996-06-01,1205.0755000000000000
1996-07-01,1105.6127272727272727
1996-08-01,1134.2459090909090909
1996-09-01,1186.4420000000000000
1996-10-01,1234.0421739130434783
1996-11-01,1259.8310000000000000
1996-12-01,1292.1509523809523810
1997-01-01,1345.4200000000000000
1997-02-01,1349.1700000000000000
1997-03-01,1282.8555000000000000
1997-04-01,1225.0036363636363636
1997-05-01,1352.5590476190476190
1997-06-01,1422.4528571428571429
1997-07-01,1531.1413636363636364
1997-08-01,1596.7419047619047619
1997-09-01,1660.1490476190476190
1997-10-01,1682.2747826086956522
1997-11-01,1600.9747368421052632
1997-12-01,1566.9968181818181818
1998-01-01,1570.2345000000000000
1998-02-01,1714.8721052631578947
1998-03-01,1781.2695454545454545
1998-04-01,1852.3000000000000000
1998-05-01,1836.3925000000000000
1998-06-01,1795.7445454545454545
1998-07-01,1941.5768181818181818
1998-08-01,1784.7504761904761905
1998-09-01,1663.4271428571428571
1998-10-01,1615.6945454545454545
1998-11-01,1888.7210000000000000
1998-12-01,2071.0327272727272727
1999-01-01,2357.8000000000000000
1999-02-01,2356.9884210526315789
1999-03-01,2391.1400000000000000
1999-04-01,2537.8866666666666667
1999-05-01,2512.5950000000000000
1999-06-01,2520.9586363636363636
1999-07-01,2741.2638095238095238
1999-08-01,2642.4490909090909091
1999-09-01,2807.9466666666666667
1999-10-01,2815.2766666666666667
1999-11-01,3230.5485714285714286
1999-12-01,3739.8786363636363636
2000-01-01,4013.4940000000000000
2000-02-01,4410.8710000000000000
2000-03-01,4802.9882608695652174
2000-04-01,3863.6373684210526316
2000-05-01,3528.4168181818181818
2000-06-01,3865.4768181818181818
2000-07-01,4017.6850000000000000
2000-08-01,3909.5969565217391304
2000-09-01,3875.8220000000000000
2000-10-01,3333.8245454545454545
2000-11-01,3055.4152380952380952
2000-12-01,2657.8075000000000000
2001-01-01,2656.8642857142857143
2001-02-01,2449.5694736842105263
2001-03-01,1986.6631818181818182
2001-04-01,1933.9280000000000000
2001-05-01,2181.1286363636363636
2001-06-01,2112.0528571428571429
2001-07-01,2033.9785714285714286
2001-08-01,1929.7126086956521739
2001-09-01,1573.3100000000000000
2001-10-01,1656.4282608695652174
2001-11-01,1870.0623809523809524
2001-12-01,1977.7105000000000000
2002-01-01,1976.7685714285714286
2002-02-01,1799.7189473684210526
2002-03-01,1863.0455000000000000
2002-04-01,1758.8022727272727273
2002-05-01,1660.3109090909090909
2002-06-01,1505.4875000000000000
2002-07-01,1346.0854545454545455
2002-08-01,1327.3604545454545455
2002-09-01,1251.0690000000000000
2002-10-01,1241.9117391304347826
2002-11-01,1409.1515000000000000
2002-12-01,1387.1519047619047619
2003-01-01,1389.5595238095238095
2003-02-01,1313.2615789473684211
2003-03-01,1348.5038095238095238
2003-04-01,1409.8309523809523810
2003-05-01,1524.1828571428571429
2003-06-01,1631.7509523809523810
2003-07-01,1716.8513636363636364
2003-08-01,1724.8228571428571429
2003-09-01,1856.2247619047619048
2003-10-01,1907.8913043478260870
2003-11-01,1939.2531578947368421
2003-12-01,1956.9845454545454545
2004-01-01,2098.0040000000000000
2004-02-01,2048.3600000000000000
2004-03-01,1979.4786956521739130
2004-04-01,2021.3228571428571429
2004-05-01,1930.0890000000000000
2004-06-01,2000.9795238095238095
2004-07-01,1912.4242857142857143
2004-08-01,1821.5381818181818182
2004-09-01,1884.7309523809523810
2004-10-01,1938.2523809523809524
2004-11-01,2062.8700000000000000
2004-12-01,2149.5318181818181818
2005-01-01,2071.8715000000000000
2005-02-01,2065.7357894736842105
2005-03-01,2030.4336363636363636
2005-04-01,1957.4928571428571429
2005-05-01,2005.2171428571428571
2005-06-01,2074.0172727272727273
2005-07-01,2145.1390000000000000
2005-08-01,2157.8482608695652174
2005-09-01,2144.6119047619047619
2005-10-01,2087.0928571428571429
2005-11-01,2202.8357142857142857
2005-12-01,2246.0871428571428571
2006-01-01,2289.9915000000000000
2006-02-01,2273.6663157894736842
2006-03-01,2300.2556521739130435
2006-04-01,2338.6773684210526316
2006-05-01,2245.2818181818181818
2006-06-01,2137.4136363636363636
2006-07-01,2086.2075000000000000
2006-08-01,2117.7708695652173913
2006-09-01,2221.9390000000000000
2006-10-01,2330.1745454545454545
2006-11-01,2408.7000000000000000
2006-12-01,2431.9080000000000000
2007-01-01,2453.1870000000000000
2007-02-01,2479.8642105263157895
2007-03-01,2401.4909090909090909
2007-04-01,2499.5680000000000000
2007-05-01,2562.1409090909090909
2007-06-01,2595.3961904761904762
2007-07-01,2655.0761904761904762
2007-08-01,2539.4986956521739130
2007-09-01,2634.4700000000000000
2007-10-01,2780.4156521739130435
2007-11-01,2662.8023809523809524
2007-12-01,2661.5485000000000000
2008-01-01,2418.0938095238095238
2008-02-01,2325.8255000000000000
2008-03-01,2254.8180000000000000
2008-04-01,2368.0995454545454545
2008-05-01,2483.2409523809523810
2008-06-01,2427.4542857142857143
2008-07-01,2278.1372727272727273
2008-08-01,2389.2671428571428571
2008-09-01,2205.2033333333333333
2008-10-01,1730.3195652173913043
2008-11-01,1542.6957894736842105
2008-12-01,1525.8904545454545455
2009-01-01,1537.2005000000000000
2009-02-01,1485.9768421052631579
2009-03-01,1432.2331818181818182
2009-04-01,1641.1476190476190476
2009-05-01,1726.0775000000000000
2009-06-01,1826.9881818181818182
2009-07-01,1873.8377272727272727
2009-08-01,1997.1552380952380952
2009-09-01,2084.7471428571428571
2009-10-01,2122.8495454545454545
2009-11-01,2143.5325000000000000
2009-12-01,2220.6000000000000000
2010-01-01,2267.7747368421052632
2010-02-01,2194.4400000000000000
2010-03-01,2362.2439130434782609
2010-04-01,2475.7200000000000000
2010-05-01,2319.2390000000000000
2010-06-01,2235.2295454545454545
2010-07-01,2210.2738095238095238
2010-08-01,2205.2813636363636364
2010-09-01,2298.3461904761904762
2010-10-01,2441.2957142857142857
2010-11-01,2530.9895238095238095
2010-12-01,2631.5604545454545455
2011-01-01,2717.2085000000000000
2011-02-01,2783.5357894736842105
2011-03-01,2722.2891304347826087
2011-04-01,2797.0720000000000000
2011-05-01,2815.0757142857142857
2011-06-01,2687.7627272727272727
2011-07-01,2810.5755000000000000
2011-08-01,2504.6230434782608696
2011-09-01,2524.1361904761904762
2011-10-01,2594.7819047619047619
2011-11-01,2606.2890476190476190
2011-12-01,2601.6700000000000000
2012-01-01,2743.7950000000000000
2012-02-01,2928.9805000000000000
2012-03-01,3035.9159090909090909
2012-04-01,3035.1015000000000000
2012-05-01,2900.4090909090909091
2012-06-01,2850.3547619047619048
2012-07-01,2920.1142857142857143
2012-08-01,3032.6665217391304348
2012-09-01,3136.8026315789473684
2012-10-01,3060.2619047619047619
2012-11-01,2941.0152380952380952
2012-12-01,3003.7920000000000000
2013-01-01,3125.9133333333333333
2013-02-01,3169.2131578947368421
2013-03-01,3236.1670000000000000
2013-04-01,3251.3518181818181818
2013-05-01,3440.3754545454545455
2013-06-01,3416.7415000000000000
2013-07-01,3559.7109090909090909
2013-08-01,3639.9286363636363636
2013-09-01,3731.2620000000000000
2013-10-01,3848.2021739130434783
2013-11-01,3957.5325000000000000
2013-12-01,4075.8847619047619048
2014-01-01,4154.3609523809523810
2014-02-01,4199.4510526315789474
2014-03-01,4276.3590476190476190
2014-04-01,4119.3061904761904762
2014-05-01,4135.3742857142857143
2014-06-01,4332.7385714285714286
2014-07-01,4434.1259090909090909
2014-08-01,4464.8314285714285714
2014-09-01,4551.5861904761904762
2014-10-01,4403.2304347826086957
2014-11-01,4687.7021052631578947
2014-12-01,4732.7013636363636364
2015-01-01,4673.7015000000000000
2015-02-01,4854.2557894736842105
2015-03-01,4938.0109090909090909
2015-04-01,4985.9514285714285714
2015-05-01,5029.4315000000000000
2015-06-01,5073.0418181818181818
2015-07-01,5082.8100000000000000
2015-08-01,4934.6228571428571429
2015-09-01,4748.0047619047619048
2015-10-01,4879.0368181818181818
2015-11-01,5082.5075000000000000
2015-12-01,5040.5400000000000000
2016-01-01,4610.7142105263157895
2016-02-01,4463.2060000000000000
2016-03-01,4754.4795454545454545
2016-04-01,4892.1680952380952381
2016-05-01,4788.2352380952380952
2016-06-01,4856.2322727272727273
2016-07-01,5023.9890000000000000
2016-08-01,5217.0382608695652174
2016-09-01,5254.1542857142857143
2016-10-01,5255.9890476190476190
2016-11-01,5260.5652380952380952
2016-12-01,5413.1166666666666667
2017-01-01,5561.4235000000000000
2017-02-01,5764.7021052631578947
2017-03-01,5864.9639130434782609
2017-04-01,5912.1694736842105263
2017-05-01,6124.8781818181818182
2017-06-01,6224.2859090909090909
2017-07-01,6294.6740000000000000
2017-08-01,6311.3973913043478261
2017-09-01,6428.0790000000000000
2017-10-01,6603.0113636363636364
2017-11-01,6796.0452380952380952
2017-12-01,6889.7405000000000000
2018-01-01,7279.4980952380952381
2018-02-01,7161.7726315789473684
2018-03-01,7311.5057142857142857
2018-04-01,7084.1423809523809524
2018-05-01,7339.3272727272727273
2018-06-01,7645.1385714285714286
2018-07-01,.
