DATE,BAMLCC2A035YTRIV
1984-04-01,215.2
1984-05-01,211.91
1984-06-01,213.85
1984-07-01,219.81
1984-08-01,223.66
1984-09-01,227.96
1984-10-01,232.77
1984-11-01,238.59
1984-12-01,242.12
1985-01-01,247.26
1985-02-01,244.52
1985-03-01,248.07
1985-04-01,252.68
1985-05-01,261.59
1985-06-01,264.97
1985-07-01,264.33
1985-08-01,269.75
1985-09-01,271.71
1985-10-01,275.6
1985-11-01,280.37
1985-12-01,286.8
1986-01-01,288.3
1986-02-01,293.54
1986-03-01,300.34
1986-04-01,302.09
1986-05-01,301.55
1986-06-01,304.06
1986-07-01,306.46
1986-08-01,311.71
1986-09-01,312.41
1986-10-01,315.9
1986-11-01,317.3435
1986-12-01,320.6722727
1987-01-01,323.0277273
1987-02-01,324.284
1987-03-01,326.6772727
1987-04-01,324.0204762
1987-05-01,320.3161905
1987-06-01,324.1590909
1987-07-01,327.3486364
1987-08-01,327.2485714
1987-09-01,325.2566667
1987-10-01,326.9913043
1987-11-01,333.218
1987-12-01,335.1945455
1988-01-01,339.787619
1988-02-01,345.3925
1988-03-01,348.3286957
1988-04-01,348.3009524
1988-05-01,347.9852381
1988-06-01,351.1577273
1988-07-01,352.6457143
1988-08-01,353.0582609
1988-09-01,357.7514286
1988-10-01,361.1471429
1988-11-01,361.5266667
1988-12-01,360.8931818
1989-01-01,362.8538095
1989-02-01,365.2810526
1989-03-01,365.9786364
1989-04-01,369.6055556
1989-05-01,373.7354545
1989-06-01,383.4480952
1989-07-01,391.643
1989-08-01,391.3852174
1989-09-01,392.687619
1989-10-01,397.1118182
1989-11-01,401.7504762
1989-12-01,403.9114286
1990-01-01,403.2563636
1990-02-01,404.0294737
1990-03-01,405.5847826
1990-04-01,407.0395
1990-05-01,408.4209091
1990-06-01,414.2536364
1990-07-01,418.6057143
1990-08-01,421.3773913
1990-09-01,423.454
1990-10-01,425.903913
1990-11-01,430.1885714
1990-12-01,434.9445
1991-01-01,438.5886364
1991-02-01,444.6457895
1991-03-01,446.1547619
1991-04-01,454.1095455
1991-05-01,459.7990909
1991-06-01,460.5714286
1991-07-01,463.7663636
1991-08-01,472.4126087
1991-09-01,478.4255
1991-10-01,484.5334783
1991-11-01,490.7933333
1991-12-01,498.3871429
1992-01-01,500.9259091
1992-02-01,500.934
1992-03-01,500.2054545
1992-04-01,507.0552381
1992-05-01,512.4657143
1992-06-01,518.965
1992-07-01,530.9622727
1992-08-01,536.6357143
1992-09-01,543.3038095
1992-10-01,543.166087
1992-11-01,539.3755
1992-12-01,541.4086364
1993-01-01,548.3080952
1993-02-01,557.093
1993-03-01,564.456087
1993-04-01,569.517619
1993-05-01,572.0714286
1993-06-01,575.1554545
1993-07-01,580.6054545
1993-08-01,584.9536364
1993-09-01,592.0328571
1993-10-01,594.9695455
1993-11-01,592.2766667
1993-12-01,595.0377273
1994-01-01,600.28
1994-02-01,598.6563158
1994-03-01,591.936087
1994-04-01,584.81
1994-05-01,583.2204762
1994-06-01,588.3931818
1994-07-01,589.3052381
1994-08-01,593.6526087
1994-09-01,594.3590476
1994-10-01,592.642381
1994-11-01,590.4495238
1994-12-01,591.395
1995-01-01,595.8880952
1995-02-01,606.8342105
1995-03-01,617.6695652
1995-04-01,625.9605
1995-05-01,638.8272727
1995-06-01,652.2159091
1995-07-01,654.4915
1995-08-01,653.6586957
1995-09-01,662.637619
1995-10-01,669.2495455
1995-11-01,676.4114286
1995-12-01,684.4033333
1996-01-01,692.2809091
1996-02-01,696.015
1996-03-01,686.7345455
1996-04-01,683.7172727
1996-05-01,684.4395455
1996-06-01,684.6371429
1996-07-01,689.88
1996-08-01,699.446087
1996-09-01,699.1695
1996-10-01,711.1721739
1996-11-01,722.4542857
1996-12-01,724.1628571
1997-01-01,722.5127273
1997-02-01,730.0910526
1997-03-01,726.81
1997-04-01,725.9436364
1997-05-01,735.3477273
1997-06-01,744.2819048
1997-07-01,754.9809091
1997-08-01,757.4236364
1997-09-01,763.1852381
1997-10-01,770.7686957
1997-11-01,774.3190476
1997-12-01,777.9545455
1998-01-01,790.1636364
1998-02-01,791.3161905
1998-03-01,792.4181818
1998-04-01,796.877619
1998-05-01,800.3627273
1998-06-01,806.4863636
1998-07-01,811.8065217
1998-08-01,819.3809524
1998-09-01,829.9918182
1998-10-01,840.0891304
1998-11-01,833.0038095
1998-12-01,844.3254545
1999-01-01,846.5266667
1999-02-01,843.3785714
1999-03-01,845.5343478
1999-04-01,854.3831818
1999-05-01,849.2919048
1999-06-01,841.7340909
1999-07-01,848.9826087
1999-08-01,845.0168182
1999-09-01,850.3009091
1999-10-01,850.7740909
1999-11-01,858.2309091
1999-12-01,858.216087
2000-01-01,854.4828571
2000-02-01,856.4557143
2000-03-01,864.3882609
2000-04-01,870.362
2000-05-01,859.3643478
2000-06-01,872.9427273
2000-07-01,881.5228571
2000-08-01,891.4347826
2000-09-01,901.7286364
2000-10-01,908.7140909
2000-11-01,910.385
2000-12-01,926.23
2001-01-01,943.6177273
2001-02-01,952.168
2001-03-01,966.8673913
2001-04-01,970.984
2001-05-01,974.9565217
2001-06-01,985.9645455
2001-07-01,994.1859091
2001-08-01,1008.428261
2001-09-01,1022.277778
2001-10-01,1032.785217
2001-11-01,1034.465455
2001-12-01,1025.96
2002-01-01,1034.907273
2002-02-01,1035.333
2002-03-01,1028.294286
2002-04-01,1037.404091
2002-05-01,1044.877826
2002-06-01,1059.976667
2002-07-01,1064.713043
2002-08-01,1073.66913
2002-09-01,1091.362857
2002-10-01,1084.998696
2002-11-01,1099.843636
2002-12-01,1116.266667
2003-01-01,1128.657727
2003-02-01,1142.4015
2003-03-01,1153.349048
2003-04-01,1158.835714
2003-05-01,1185.806957
2003-06-01,1201.825238
2003-07-01,1189.271739
2003-08-01,1172.726364
2003-09-01,1187.277273
2003-10-01,1194.626087
2003-11-01,1195.341905
2003-12-01,1203.658182
2004-01-01,1217.419091
2004-02-01,1224.254286
2004-03-01,1239.543478
2004-04-01,1220.076667
2004-05-01,1202.038571
2004-06-01,1202.255909
2004-07-01,1218.019565
2004-08-01,1231.903182
2004-09-01,1242.306818
2004-10-01,1248.056364
2004-11-01,1245.060455
2004-12-01,1248.197273
2005-01-01,1247.77619
2005-02-01,1249.0915
2005-03-01,1235.998636
2005-04-01,1239.794545
2005-05-01,1246.642273
2005-06-01,1257.323182
2005-07-01,1254.74
2005-08-01,1255.291304
2005-09-01,1264.016818
2005-10-01,1254.071429
2005-11-01,1251.676364
2005-12-01,1257.611364
2006-01-01,1264.441429
2006-02-01,1259.9065
2006-03-01,1260.537391
2006-04-01,1258.9295
2006-05-01,1261.275652
2006-06-01,1262.237727
2006-07-01,1268.969048
2006-08-01,1285.677391
2006-09-01,1299.147273
2006-10-01,1304.575
2006-11-01,1316.576364
2006-12-01,1325.39619
2007-01-01,1322.995
2007-02-01,1331.9265
2007-03-01,1346.01913
2007-04-01,1346.7415
2007-05-01,1349.039091
2007-06-01,1339.041818
2007-07-01,1346.915455
2007-08-01,1357.936957
2007-09-01,1367.43619
2007-10-01,1377.134348
2007-11-01,1392.668182
2007-12-01,1392.7245
2008-01-01,1416.152727
2008-02-01,1423.128095
2008-03-01,1415.83
2008-04-01,1407.296818
2008-05-01,1412.564783
2008-06-01,1401.077143
2008-07-01,1396.766087
2008-08-01,1403.739091
2008-09-01,1378.737273
2008-10-01,1287.834783
2008-11-01,1291.026667
2008-12-01,1311.505455
2009-01-01,1354.212273
2009-02-01,1358.995714
2009-03-01,1334.961364
2009-04-01,1360.920952
2009-05-01,1411.158182
2009-06-01,1438.707727
2009-07-01,1475.062609
2009-08-01,1504.461905
2009-09-01,1529.845
2009-10-01,1545.884348
2009-11-01,1565.032381
2009-12-01,1573.260455
2010-01-01,1587.719524
2010-02-01,1595.781905
2010-03-01,1605.361739
2010-04-01,1615.043333
2010-05-01,1624.603333
2010-06-01,1625.064545
2010-07-01,1651.971304
2010-08-01,1680.852273
2010-09-01,1691.319545
2010-10-01,1714.065909
2010-11-01,1710.815909
2010-12-01,1683.936087
2011-01-01,1693.87
2011-02-01,1693.65
2011-03-01,1711.145217
2011-04-01,1719.211429
2011-05-01,1743.25
2011-06-01,1754.597727
2011-07-01,1759.654091
2011-08-01,1765.664783
2011-09-01,1754.003182
2011-10-01,1738.859048
2011-11-01,1754.066818
2011-12-01,1748.662727
2012-01-01,1770.202381
2012-02-01,1800.19
2012-03-01,1809.32087
2012-04-01,1818.1835
2012-05-01,1822.933913
2012-06-01,1825.049091
2012-07-01,1848.13
2012-08-01,1862.79
2012-09-01,1881.944286
2012-10-01,1896.335909
2012-11-01,1902.567273
2012-12-01,1905.7055
2013-01-01,1911.176818
2013-02-01,1914.2045
2013-03-01,1922.228571
2013-04-01,1932.359091
2013-05-01,1933.863913
2013-06-01,1903.702381
2013-07-01,1897.85913
2013-08-01,1902.07381
2013-09-01,1903.949048
2013-10-01,1929.632609
2013-11-01,1940.766364
2013-12-01,1939.673333
2014-01-01,1947.637727
2014-02-01,1961.7085
2014-03-01,1961.59381
2014-04-01,1968.147143
2014-05-01,1983.523913
2014-06-01,1985.569048
2014-07-01,1989.08913
2014-08-01,1995.485455
2014-09-01,1990.233182
2014-10-01,2003.223478
2014-11-01,1999.788095
2014-12-01,1995.305455
2015-01-01,2012.719524
2015-02-01,2014.844762
2015-03-01,2019.106818
2015-04-01,2036.418095
2015-05-01,2030.245238
2015-06-01,2021.355
2015-07-01,2025.743043
2015-08-01,2027.679048
2015-09-01,2031.387273
2015-10-01,2041.501304
2015-11-01,2033.821429
2015-12-01,2029.885909
2016-01-01,2034.520952
2016-02-01,2037.530476
2016-03-01,2051.423636
2016-04-01,2081.952727
2016-05-01,2088.98
2016-06-01,2103.644091
2016-07-01,2121.330909
2016-08-01,2128.166957
2016-09-01,2129.837727
2016-10-01,2128.057619
2016-11-01,2108.005455
2016-12-01,2091.805455
2017-01-01,2104.399048
2017-02-01,2114.796
2017-03-01,2115.546087
2017-04-01,2135.1415
2017-05-01,2143.457826
2017-06-01,2154.429091
2017-07-01,2157.982381
2017-08-01,2169.954783
2017-09-01,2174.002727
2017-10-01,2173.431818
2017-11-01,2170.430909
2017-12-01,2167.671905
2018-01-01,2162.127727
2018-02-01,2147.371
2018-03-01,2141.137273
2018-04-01,2140.451905
2018-05-01,2137.541304
2018-06-01,2141.447619
