DATE,SPCS10RNSA
1993-10-01,76.21594777281
1993-11-01,76.015697009931
1993-12-01,75.708337476943
1994-01-01,75.709069740559
1994-02-01,75.630734907112
1994-03-01,75.734843905622
1994-04-01,76.026558404439
1994-05-01,76.490215922307
1994-06-01,77.035939914558
1994-07-01,77.403856406115
1994-08-01,77.644310080849
1994-09-01,77.574084304894
1994-10-01,77.503007852017
1994-11-01,77.227206595464
1994-12-01,76.98994198440501
1995-01-01,76.817439125926
1995-02-01,76.640061346522
1995-03-01,76.382072864227
1995-04-01,76.358884958739
1995-05-01,76.603207618141
1995-06-01,76.942265547416
1995-07-01,77.258447855868
1995-08-01,77.466953648103
1995-09-01,77.43025655595899
1995-10-01,77.2601197414
1995-11-01,76.945089801304
1995-12-01,76.68086544584001
1996-01-01,76.563307860191
1996-02-01,76.435694296231
1996-03-01,76.491684218384
1996-04-01,76.83618907404
1996-05-01,77.32922863531701
1996-06-01,77.775191585778
1996-07-01,78.098660273471
1996-08-01,78.358069722221
1996-09-01,78.37000793011599
1996-10-01,78.355830542453
1996-11-01,78.22605387085599
1996-12-01,78.123824865247
1997-01-01,78.08427711711799
1997-02-01,77.980648371199
1997-03-01,78.292036977455
1997-04-01,78.761598346615
1997-05-01,79.41654073981
1997-06-01,80.25036555875201
1997-07-01,80.855099930909
1997-08-01,81.4053994065
1997-09-01,81.56758211412699
1997-10-01,81.833334687258
1997-11-01,81.981943397124
1997-12-01,82.308449752425
1998-01-01,82.70089597661199
1998-02-01,83.128507551773
1998-03-01,83.870994733481
1998-04-01,84.694595527227
1998-05-01,85.770280891082
1998-06-01,87.027305171089
1998-07-01,88.14114772110099
1998-08-01,89.01455621157301
1998-09-01,89.577421115059
1998-10-01,89.802736093297
1998-11-01,89.75925376399
1998-12-01,89.81834110690201
1999-01-01,90.05737127824601
1999-02-01,90.484999984629
1999-03-01,91.31181328973801
1999-04-01,92.54859630748501
1999-05-01,93.692276933906
1999-06-01,95.095397511703
1999-07-01,96.27928231018
1999-08-01,97.310331317153
1999-09-01,97.985108047396
1999-10-01,98.480139911472
1999-11-01,98.93943684788401
1999-12-01,99.514586338978
2000-01-01,100.00
2000-02-01,100.812298112427
2000-03-01,102.23972289875401
2000-04-01,104.005087799762
2000-05-01,105.975108702367
2000-06-01,107.8289159074
2000-07-01,109.02122396568001
2000-08-01,110.070858124643
2000-09-01,110.90439294061001
2000-10-01,111.75056052194401
2000-11-01,112.595825592692
2000-12-01,113.555424880998
2001-01-01,114.575263391265
2001-02-01,115.450009197038
2001-03-01,116.688059756416
2001-04-01,117.935329808381
2001-05-01,118.938644374121
2001-06-01,120.026748476364
2001-07-01,121.00625366818501
2001-08-01,121.99317670643299
2001-09-01,122.88827897167499
2001-10-01,123.457240008482
2001-11-01,123.77887620154499
2001-12-01,123.643419076086
2002-01-01,123.92597266241002
2002-02-01,124.449750259878
2002-03-01,125.922816390572
2002-04-01,127.95094676815901
2002-05-01,130.33467132821102
2002-06-01,132.759708133749
2002-07-01,135.044299135628
2002-08-01,137.04092932347
2002-09-01,138.623207046766
2002-10-01,140.123062552433
2002-11-01,141.258543201345
2002-12-01,142.184624251888
2003-01-01,142.857560984872
2003-02-01,143.586621876008
2003-03-01,144.841654092388
2003-04-01,146.446383913659
2003-05-01,148.165011270985
2003-06-01,149.701564622502
2003-07-01,151.653621266527
2003-08-01,153.60637935659202
2003-09-01,155.768409845618
2003-10-01,157.711605467624
2003-11-01,159.547669089525
2003-12-01,161.269966276632
2004-01-01,162.90194264246202
2004-02-01,164.816731368641
2004-03-01,167.909813063967
2004-04-01,171.5809810986
2004-05-01,175.43378966674302
2004-06-01,179.44834751488702
2004-07-01,182.68842365856003
2004-08-01,184.954516222116
2004-09-01,186.912027103317
2004-10-01,188.64653710225602
2004-11-01,190.075660169012
2004-12-01,191.419454775252
2005-01-01,193.349820725937
2005-02-01,195.874813656332
2005-03-01,199.210797427931
2005-04-01,202.511989443329
2005-05-01,205.760003821625
2005-06-01,208.85944514229698
2005-07-01,211.64716549615397
2005-08-01,214.13488421331797
2005-09-01,216.769954520255
2005-10-01,219.074023489221
2005-11-01,220.808550197406
2005-12-01,221.90557320765302
2006-01-01,222.461213257642
2006-02-01,223.378258633355
2006-03-01,223.751283338597
2006-04-01,224.98922227657002
2006-05-01,225.99449941659302
2006-06-01,226.28857115884497
2006-07-01,226.16837864414902
2006-08-01,225.540902973245
2006-09-01,225.097322803227
2006-10-01,224.74196863432599
2006-11-01,223.94012758718497
2006-12-01,222.38882933649398
2007-01-01,221.31474597692997
2007-02-01,220.46406596568698
2007-03-01,219.6720605646
2007-04-01,218.94401642897597
2007-05-01,218.336490443129
2007-06-01,217.372254365651
2007-07-01,216.299904079618
2007-08-01,214.633276384255
2007-09-01,212.72561826217898
2007-10-01,209.760964597952
2007-11-01,205.259092245042
2007-12-01,200.668658302059
2008-01-01,196.07048983926398
2008-02-01,190.60072550970798
2008-03-01,186.11802812972698
2008-04-01,183.35485609268298
2008-05-01,181.562454764288
2008-06-01,180.515442758929
2008-07-01,178.668261021537
2008-08-01,176.71130659729
2008-09-01,173.353727919016
2008-10-01,169.672123234972
2008-11-01,165.94691971672302
2008-12-01,162.08696964923598
2009-01-01,157.959751409842
2009-02-01,154.61346105245198
2009-03-01,151.477278732857
2009-04-01,150.440586484391
2009-05-01,151.188752422613
2009-06-01,153.349289124254
2009-07-01,155.949944363129
2009-08-01,158.070231838121
2009-09-01,158.766618966331
2009-10-01,158.68219265803998
2009-11-01,158.328469443179
2009-12-01,158.158210834962
2010-01-01,157.872439549994
2010-02-01,156.84768843299102
2010-03-01,156.210915657617
2010-04-01,157.354934188621
2010-05-01,159.40684645330902
2010-06-01,161.059951495581
2010-07-01,162.241573848959
2010-08-01,162.008331832585
2010-09-01,161.001694137883
2010-10-01,158.8978544477
2010-11-01,157.497110324618
2010-12-01,156.037827447611
2011-01-01,154.362690806464
2011-02-01,152.383927552793
2011-03-01,150.911979144464
2011-04-01,151.780887555703
2011-05-01,153.32923772085599
2011-06-01,154.865406374598
2011-07-01,156.318405839464
2011-08-01,156.50864801923998
2011-09-01,155.609042764492
2011-10-01,153.526409389377
2011-11-01,151.400340170093
2011-12-01,149.575623907701
2012-01-01,147.986053721511
2012-02-01,146.61689326754802
2012-03-01,146.450076887137
2012-04-01,148.438524475649
2012-05-01,151.754634045303
2012-06-01,154.936928967249
2012-07-01,157.212208594404
2012-08-01,158.51729388564
2012-09-01,158.940701317671
2012-10-01,158.667033501664
2012-11-01,158.26780061868
2012-12-01,158.60122566388299
2013-01-01,158.61216032532698
2013-02-01,159.091188239236
2013-03-01,161.12569033551398
2013-04-01,165.347505730431
2013-05-01,169.474732313751
2013-06-01,173.169729474945
2013-07-01,176.39078840472402
2013-08-01,178.706075009219
2013-09-01,179.966243374668
2013-10-01,180.286862857682
2013-11-01,180.196944446301
2013-12-01,180.072305881371
2014-01-01,179.943738003935
2014-02-01,179.962577799754
2014-03-01,181.428642843024
2014-04-01,183.34425307086002
2014-05-01,185.31473686921
2014-06-01,187.184464421163
2014-07-01,188.277448462667
2014-08-01,188.570032393309
2014-09-01,188.343181440825
2014-10-01,188.06716376605598
2014-11-01,187.501604830723
2014-12-01,187.574580385737
2015-01-01,187.37798618674702
2015-02-01,188.28325065316898
2015-03-01,189.706321776914
2015-04-01,191.75849596237498
2015-05-01,193.772710356615
2015-06-01,195.516980867901
2015-07-01,196.703433040505
2015-08-01,197.164936226344
2015-09-01,197.31549332415298
2015-10-01,197.153446600214
2015-11-01,197.05980223177897
2015-12-01,196.818673077496
2016-01-01,196.689038779769
2016-02-01,197.009918516682
2016-03-01,198.713116371349
2016-04-01,200.76576017545503
2016-05-01,202.297816882328
2016-06-01,203.814937755649
2016-07-01,204.915752553294
2016-08-01,205.50790457185397
2016-09-01,205.53720412906503
2016-10-01,205.30977323219798
2016-11-01,205.642712545005
2016-12-01,206.10832315038996
2017-01-01,206.687895130518
2017-02-01,207.25697971378602
2017-03-01,209.018719107509
2017-04-01,210.65946072524
2017-05-01,212.350112723857
2017-06-01,213.701680484081
2017-07-01,215.34054652929902
2017-08-01,216.120308300961
2017-09-01,217.017692219963
2017-10-01,217.456268060718
2017-11-01,218.08062135064702
2017-12-01,218.469980758446
2018-01-01,219.141699726934
2018-02-01,220.71288715473702
